MKey,AircraftNumber,Category,Subcategory,Section,Subsection,ModifierName
82969,1,Aircraft,Aircraft oper/perf/capability,Aircraft capability,Climb capability,Capability exceeded
82970,1,Aircraft,Aircraft power plant,Engine (reciprocating),Recip eng supercharger,Incorrect use/operation
82970,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Airspeed,Not attained/maintained
82970,1,Personnel issues,Action/decision,Action,Lack of action,Pilot
82970,1,Personnel issues,Action/decision,Action,Lack of action,Instructor/check pilot
82970,1,Personnel issues,Physical,Health/Fitness,Predisposing condition,Instructor/check pilot
82970,1,Personnel issues,Physical,Health/Fitness,Use of medication/drugs,Instructor/check pilot
82971,1,Environmental issues,Conditions/weather/phenomena,Wind,Updraft,Contributed to outcome
82971,1,Environmental issues,Conditions/weather/phenomena,Wind,(general),Response/compensation
82971,1,Environmental issues,Conditions/weather/phenomena,Wind,Tailwind,Contributed to outcome
82971,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
82972,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
82981,1,Aircraft,Aircraft structures,Wing structure,Plates/skins (on wing),Incorrect service/maintenance
82981,1,Aircraft,Aircraft structures,Wing structure,Plates/skins (on wing),Damaged/degraded
82981,1,Personnel issues,Task performance,Maintenance,Replacement,Maintenance personnel
82983,1,Aircraft,Aircraft oper/perf/capability,Aircraft capability,Maximum crosswind component,Capability exceeded
82983,1,Environmental issues,Conditions/weather/phenomena,Wind,Crosswind,Effect on equipment
82983,1,Personnel issues,Action/decision,Info processing/decision,Decision making/judgment,Pilot
82991,1,Personnel issues,Action/decision,Info processing/decision,Decision making/judgment,Pilot
82991,1,Aircraft,Aircraft handling/service,Parking/securing,Tie-down/mooring,Incorrect use/operation
82994,1,Environmental issues,Operating environment,Air traffic/operating proc,ATC clearance procedure,Compliance w/ procedure
82994,1,Personnel issues,Action/decision,Action,Incorrect action performance,Pilot
82994,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Airspeed,Not attained/maintained
83000,1,Personnel issues,Miscellaneous,(general),(general),Owner/builder
83000,1,Aircraft,Aircraft structures,Nacelles/pylons structure,Nacelle/pylon misc structure,Failure
83001,1,Personnel issues,Physical,Sensory ability/limitation,Color-vision,Pilot
83001,1,Personnel issues,Task performance,Use of equip/info,(general),Pilot
83001,1,Personnel issues,Action/decision,Info processing/decision,Decision making/judgment,Pilot
83001,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Altitude,Not attained/maintained
83004,1,Environmental issues,Conditions/weather/phenomena,Temp/humidity/pressure,Conducive to carburetor icing,Effect on equipment
83004,1,Aircraft,Aircraft power plant,Engine fuel and control,Fuel control/carburetor,Damaged/degraded
83004,1,Environmental issues,Conditions/weather/phenomena,Temp/humidity/pressure,Conducive to carburetor icing,Ability to respond/compensate
83005,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Descent rate,Not attained/maintained
83005,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
83005,1,Environmental issues,Conditions/weather/phenomena,Wind,Gusts,Response/compensation
83006,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
83006,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
83021,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
83021,1,Personnel issues,Task performance,Use of equip/info,Use of policy/procedure,Instructor/check pilot
83022,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
83022,1,Environmental issues,Conditions/weather/phenomena,Wind,Gusts,Contributed to outcome
83022,1,Environmental issues,Conditions/weather/phenomena,Wind,Crosswind,Contributed to outcome
83022,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
83025,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
83025,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Pitch control,Not attained/maintained
83026,1,Personnel issues,Psychological,Perception/orientation/illusion,Spatial disorientation,Pilot
83026,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
83026,1,Environmental issues,Conditions/weather/phenomena,Ceiling/visibility/precip,Drizzle/mist,Effect on operation
83027,1,Not determined,Not determined,(general),(general),Unknown/Not determined
83032,1,Environmental issues,Physical environment,Object/animal/substance,Airport structure,Not specified
83032,1,Environmental issues,Physical environment,Object/animal/substance,Runway/taxi/approach light,Not specified
83032,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
83032,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
83033,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
83033,1,Aircraft,Aircraft oper/perf/capability,(general),(general),Not attained/maintained
83042,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Airspeed,Not attained/maintained
83042,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
83042,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Altitude,Not attained/maintained
83047,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
83047,1,Environmental issues,Conditions/weather/phenomena,Wind,Gusts,Effect on operation
83047,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Crosswind correction,Not attained/maintained
83049,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Lateral/bank control,Not attained/maintained
83049,1,Environmental issues,Conditions/weather/phenomena,Wind,Gusts,Effect on operation
83049,1,Personnel issues,Action/decision,Action,Incorrect action performance,Pilot
83049,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
83050,1,Environmental issues,Conditions/weather/phenomena,Wind,Crosswind,Not specified
83050,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
83050,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
83053,1,Personnel issues,Action/decision,Action,Lack of action,Student/instructed pilot
83053,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
83053,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Instructor/check pilot
83057,1,Organizational issues,Support/oversight/monitoring,Safety programs,Availability of safety program,Other government 
83057,1,Environmental issues,Conditions/weather/phenomena,Ceiling/visibility/precip,Low visibility,Ability to respond/compensate
83057,1,Personnel issues,Experience/knowledge,Experience/qualifications,Recent instrument experience,Pilot
83057,1,Personnel issues,Action/decision,Info processing/decision,Decision making/judgment,Pilot
83057,1,Organizational issues,Support/oversight/monitoring,Safety programs,Availability of safety program,Operator
83057,1,Personnel issues,Task performance,Use of equip/info,Use of equip/system,ATC personnel
83058,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
83058,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Attain/maintain not possible
83058,1,Aircraft,Aircraft systems,Flight control system,Rudder control system,Malfunction
83064,1,Not determined,Not determined,(general),(general),Unknown/Not determined
83067,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
83067,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Descent rate,Not attained/maintained
83067,1,Aircraft,Aircraft propeller/rotor,Tail rotor drive system,(general),Malfunction
83068,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
83068,1,Environmental issues,Conditions/weather/phenomena,Wind,Gusts,Effect on operation
83068,1,Personnel issues,Action/decision,Action,(general),Pilot
83069,1,Aircraft,Fluids/misc hardware,Fluids,Fuel,Fluid management
83069,1,Aircraft,Fluids/misc hardware,Fluids,Fuel,Fluid level
83069,1,Personnel issues,Action/decision,Action,Incorrect action performance,Pilot
83073,1,Aircraft,Aircraft systems,Fuel system,Fuel filter-strainer,Malfunction
83079,1,Aircraft,Aircraft power plant,Engine (turbine/turboprop),Turbine section,Fatigue/wear/corrosion
83079,1,Environmental issues,Physical environment,Terrain,Rough terrain,Not specified
83080,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
83080,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Airspeed,Not attained/maintained
83080,1,Environmental issues,Conditions/weather/phenomena,Turbulence,(general),Contributed to outcome
83080,1,Environmental issues,Conditions/weather/phenomena,Wind,Gusts,Contributed to outcome
83081,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Descent/approach/glide path,Not attained/maintained
83081,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Altitude,Not attained/maintained
83081,1,Personnel issues,Experience/knowledge,Experience/qualifications,Total experience,Student/instructed pilot
83081,1,Environmental issues,Physical environment,Object/animal/substance,Tree(s),Not specified
83081,1,Personnel issues,Action/decision,(general),(general),Student/instructed pilot
83082,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
83082,1,Environmental issues,Conditions/weather/phenomena,Wind,Crosswind,Response/compensation
83082,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
83083,1,Environmental issues,Physical environment,Object/animal/substance,Animal(s)/bird(s),Effect on equipment
83084,1,Aircraft,Aircraft power plant,Engine (reciprocating),Recip engine power section,Failure
83084,1,Personnel issues,Task performance,Maintenance,Replacement,Owner/builder
83084,1,Personnel issues,Task performance,Maintenance,Repair,Maintenance personnel
83084,1,Aircraft,Fluids/misc hardware,Fluids,Oil,Incorrect service/maintenance
83087,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
83087,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
83088,1,Environmental issues,Conditions/weather/phenomena,Temp/humidity/pressure,Conducive to carburetor icing,Effect on equipment
83088,1,Personnel issues,Action/decision,Action,Lack of action,Pilot
83088,1,Environmental issues,Physical environment,Terrain,Rough terrain,Not specified
83089,1,Environmental issues,Physical environment,Terrain,Mountainous/hilly terrain,Ability to respond/compensate
83089,1,Personnel issues,Action/decision,Info processing/decision,Decision making/judgment,Pilot
83089,1,Environmental issues,Conditions/weather/phenomena,Wind,Tailwind,Contributed to outcome
83106,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Attain/maintain not possible
83106,1,Environmental issues,Conditions/weather/phenomena,Wind,Gusts,Contributed to outcome
83106,1,Aircraft,Aircraft systems,Landing gear system,Nose/tail landing gear,Fatigue/wear/corrosion
83106,1,Aircraft,Aircraft systems,Landing gear system,Nose/tail landing gear,Malfunction
83114,1,Personnel issues,Action/decision,Info processing/decision,Decision making/judgment,Pilot
83114,1,Environmental issues,Physical environment,Object/animal/substance,Wire,Contributed to outcome
83121,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
83121,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
83122,1,Aircraft,Fluids/misc hardware,Fluids,Fuel,Fluid management
83122,1,Personnel issues,Task performance,Planning/preparation,Fuel planning,Pilot
83122,1,Personnel issues,Task performance,Planning/preparation,Flight planning/navigation,Pilot
